Vivienda Unifamiliar,,,,,,,,,,,,
Presupuesto,,,,,,,,,,,,
Código,Nat,Ud,Resumen,Comentario,N,Longitud,Anchura,Altura,Cantidad,CanPres,Pres,ImpPres
,,Spc0010,,,4.0000000000,2.550,0.250,0.000,2.550,,,
,,Spc0010,,Dormitorio 1,1.0000000000,5.750,0.300,0.000,1.725,,,
,,Spc0010,,Estancia,1.0000000000,7.270,0.200,0.000,1.454,,,
,,Spc0010,,Dormitorio 2,1.0000000000,4.750,0.250,0.000,1.188,,,
,,Spc0010,,,1.0000000000,4.550,0.300,0.000,1.365,,,
,,Spc0010,,Dormitorio 3,1.0000000000,4.750,0.250,0.000,1.188,,,
,,Spc0010,,,1.0000000000,4.550,0.300,0.000,1.365,,,
,,,,,,,,,Total 08.01.04,32.941,0.00,0.00
,,,,,,,,,,,,
08.01.05,Partida,m,"Aislamiento térmico del tramo que conecta la tubería general con la unidad terminal, de menos de 5 m de longitud en instalación",,,,,,,17.920,0.00,0.00
,,,"Aislamiento térmico del tramo que conecta la tubería general con la unidad terminal, de menos de 5 m de longitud en instalación interior de A.C.S., empotrada en la pared, para la distribución de fluidos calientes (de +40°C a +60°C), formado por coquilla de espuma elastomérica, con un elevado factor de resistencia a la difusión del vapor de agua, de 16,0 mm de diámetro interior y 9,5 mm de espesor, a base de caucho sintético flexible, de estructura celular cerrada, con adhesivo para las uniones.
Incluye: Preparación de la superficie soporte. Replanteo y corte del aislamiento. Colocación del aislamiento.",,,,,,,,,
,,Spc0010,,Tubería de agua caliente,1.0000000000,17.920,0.000,0.000,17.920,,,
,,,,,,,,,Total 08.01.05,17.920,0.00,0.00
,,,,,,,,,,,,
08.01.06,Partida,m,"Aislamiento térmico del tramo que conecta la tubería general con la unidad terminal, de menos de 5 m de longitud en instalación",,,,,,,1.320,0.00,0.00
,,,"Aislamiento térmico del tramo que conecta la tubería general con la unidad terminal, de menos de 5 m de longitud en instalación interior de A.C.S., empotrada en la pared, para la distribución de fluidos calientes (de +40°C a +60°C), formado por coquilla de espuma elastomérica, con un elevado factor de resistencia a la difusión del vapor de agua, de 23,0 mm de diámetro interior y 10,0 mm de espesor, a base de caucho sintético flexible, de estructura celular cerrada, con adhesivo para las uniones.
Incluye: Preparación de la superficie soporte. Replanteo y corte del aislamiento. Colocación del aislamiento.",,,,,,,,,
,,Spc0010,,Tubería de agua caliente,1.0000000000,1.320,0.000,0.000,1.320,,,
,,,,,,,,,Total 08.01.06,1.320,0.00,0.00
,,,,,,,,,,,,
08.01.07,Partida,m,"Aislamiento térmico de tubería en instalación interior de A.C.S., colocada superficialmente, para la distribución de fluidos cal",,,,,,,9.790,0.00,0.00
,,,"Aislamiento térmico de tubería en instalación interior de A.C.S., colocada superficialmente, para la distribución de fluidos calientes (de +60°C a +100°C), formado por coquilla de espuma elastomérica, de 19 mm de diámetro interior y 25 mm de espesor, a base de caucho sintético flexible, de estructura celular cerrada, con adhesivo para las uniones.
Incluye: Preparación de la superficie soporte. Replanteo y corte del aislamiento. Colocación del aislamiento.",,,,,,,,,
,,Spc0010,,Tubería de agua caliente,1.0000000000,9.790,0.000,0.000,9.790,,,
,,,,,,,,,Total 08.01.07,9.790,0.00,0.00
,,,,,,,,,,,,
08.01.08,Partida,m,"Aislamiento térmico de tubería en instalación interior de A.C.S., colocada superficialmente, para la distribución de fluidos cal",,,,,,,38.940,0.00,0.00
,,,"Aislamiento térmico de tubería en instalación interior de A.C.S., colocada superficialmente, para la distribución de fluidos calientes (de +60°C a +100°C), formado por coquilla de espuma elastomérica, de 23 mm de diámetro interior y 25 mm de espesor, a base de caucho sintético flexible, de estructura celular cerrada, con adhesivo para las uniones.
Incluye: Preparación de la superficie soporte. Replanteo y corte del aislamiento. Colocación del aislamiento.",,,,,,,,,
,,Spc0010,,Tubería de agua caliente,1.0000000000,21.670,0.000,0.000,21.670,,,
,,Spc0010,,Tubería de retorno de agua caliente sanitaria,1.0000000000,17.270,0.000,0.000,17.270,,,
,,,,,,,,,Total 08.01.08,38.940,0.00,0.00
,,,,,,,,,,,,
08.01.09,Partida,m,"Aislamiento térmico de tubería en instalación interior de A.C.S., colocada superficialmente, para la distribución de fluidos cal",,,,,,,0.380,0.00,0.00
,,,"Aislamiento térmico de tubería en instalación interior de A.C.S., colocada superficialmente, para la distribución de fluidos calientes (de +60°C a +100°C), formado por coquilla de espuma elastomérica, de 26 mm de diámetro interior y 25 mm de espesor, a base de caucho sintético flexible, de estructura celular cerrada, con adhesivo para las uniones.
Incluye: Preparación de la superficie soporte. Replanteo y corte del aislamiento. Colocación del aislamiento.",,,,,,,,,
,,Spc0010,,Tubería de retorno de agua caliente sanitaria,1.0000000000,0.380,0.000,0.000,0.380,,,
,,,,,,,,,Total 08.01.09,0.380,0.00,0.00
,,,,,,,,,,,,
08.01.10,Partida,m,"Aislamiento térmico de tubería en instalación interior de A.C.S., colocada superficialmente, para la distribución de fluidos cal",,,,,,,7.820,0.00,0.00
,,,"Aislamiento térmico de tubería en instalación interior de A.C.S., colocada superficialmente, para la distribución de fluidos calientes (de +60°C a +100°C), formado por coquilla de espuma elastomérica, de 36 mm de diámetro interior y 25 mm de espesor, a base de caucho sintético flexible, de estructura celular cerrada, con adhesivo para las uniones.
Incluye: Preparación de la superficie soporte. Replanteo y corte del aislamiento. Colocación del aislamiento.",,,,,,,,,
,,Spc0010,,Tubería de retorno de agua caliente sanitaria,1.0000000000,7.820,0.000,0.000,7.820,,,
,,,,,,,,,Total 08.01.10,7.820,0.00,0.00
,,,,,,,,,,,,
,,,,,,,,,Total 08.01,1.000,0.00,0.00
,,,,,,,,,,,,
08.02,Capítulo,,Impermeabilizaciones,,,,,,,1.000,0.00,0.00
08.02.01,Partida,m²,"Impermeabilización de galerías y balcones, realizada con lámina de betún modificado con elastómero SBS, LBM(SBS)-40-FP, con arma",,,,,,,23.500,0.00,0.00
,,,"Impermeabilización de galerías y balcones, realizada con lámina de betún modificado con elastómero SBS, LBM(SBS)-40-FP, con armadura de fieltro de poliéster no tejido de 160 g/m², de superficie no protegida, adherida con emulsión asfáltica aniónica con cargas tipo EB al soporte, y protegida con capa separadora de lámina drenante de polietileno pòr ambas caras, de 7 mm de espesor.
Incluye: Colocación de la capa separadora. Colocación de la impermeabilización. Resolución de los puntos singulares. Colocación de la capa separadora.",,,,,,,,,
,,Spc0010,,Terraza,1.0000000000,5.850,0.000,0.000,5.850,,,
,,Spc0010,,Cubierta instalaciones,1.0000000000,5.350,0.000,0.000,5.350,,,
,,Spc0010,,Balcón planta baja,1.0000000000,12.300,0.000,0.000,12.300,,,
,,,,,,,,,Total 08.02.01,23.500,0.00,0.00
,,,,,,,,,,,,
08.02.02,Partida,m²,"Impermeabilización de fachada con lámina impermeabilizante, desolidarizante y difusora de vapor de agua de polietileno con estru",,,,,,,36.615,0.00,0.00
,,,"Impermeabilización de fachada con lámina impermeabilizante, desolidarizante y difusora de vapor de agua de polietileno con estructura nervada y cavidades cuadradas en forma de cola de milano, de 3 mm de espesor, Schlüter-DITRA 25 30M ""SCHLÜTER-SYSTEMS"", revestida de geotextil no tejido en una de sus caras, suministrada en rollos de 30 m de longitud, tipo monocapa, totalmente adherida al soporte con adhesivo cementoso de fraguado normal, C1 gris, preparada para recibir directamente sobre ella el revestimiento cerámico y resolución de encuentros con paramentos verticales mediante colocación de adhesivo bicomponente, Schlüter-KERDI-COLL-L ""SCHLÜTER-SYSTEMS"", banda de refuerzo Schlüter-KERDI-KEBA 100/125 y masilla adhesiva elástica monocomponente, Schlüter-KERDI-FIX ""SCHLÜTER-SYSTEMS"".
Incluye: Limpieza y preparación de la superficie. Aplicación del adhesivo cementoso. Colocación de la impermeabilización. Resolución de encuentros y puntos singulares.",,,,,,,,,
,,Spc0010,,Planta Baja,1.0000000000,2.200,0.000,1.050,2.310,,,
,,Spc0010,,,1.0000000000,2.550,0.000,2.750,7.013,,,
,,Spc0010,,,1.0000000000,5.350,0.000,2.750,14.713,,,
,,Spc0010,,,-1.0000000000,3.920,0.000,0.000,-3.920,,,
,,Spc0010,,,-1.0000000000,3.250,0.000,0.000,-3.250,,,
,,Spc0010,,Planta Alta,2.0000000000,1.700,0.000,2.500,8.500,,,
,,Spc0010,,Planta Alta,1.0000000000,11.250,0.000,0.000,11.250,,,
,,,,,,,,,Total 08.02.02,36.615,0.00,0.00
,,,,,,,,,,,,
08.02.03,Partida,m²,"Impermeabilización de muro de hormigón en contacto con el terreno, por su cara exterior, con emulsión bituminosa aniónica monoco",,,,,,,164.960,0.00,0.00
,,,"Impermeabilización de muro de hormigón en contacto con el terreno, por su cara exterior, con emulsión bituminosa aniónica monocomponente, a base de betunes y resinas, aplicada en dos manos, (rendimiento: 1 kg/m² cada mano).
Incluye: Preparación de la superficie soporte. Aplicación de la primera mano. Aplicación de la segunda mano.",,,,,,,,,
,,Spc0010,,Planta Sótano,1.0000000000,30.200,0.000,3.250,98.150,,,
,,Spc0010,,Planta Baja,1.0000000000,11.800,0.000,0.700,8.260,,,
,,Spc0010,,,1.0000000000,14.800,0.000,3.800,56.240,,,
,,Spc0010,,,1.0000000000,3.300,0.000,0.700,2.310,,,
,,,,,,,,,Total 08.02.03,164.960,0.00,0.00
,,,,,,,,,,,,
08.02.04,Partida,m²,"Impermeabilización de cornisa o alero con lámina de betún modificado con elastómero SBS, LBM(SBS)-50/G-FP, con armadura de fielt",,,,,,,1.560,0.00,0.00
,,,"Impermeabilización de cornisa o alero con lámina de betún modificado con elastómero SBS, LBM(SBS)-50/G-FP, con armadura de fieltro de poliéster reforzado y estabilizado de 150 g/m², con autoprotección mineral de color gris, tipo monocapa, totalmente adherida al soporte con soplete, previa imprimación con emulsión asfáltica aniónica con cargas tipo EB y resolución de encuentros con paramentos verticales mediante colocación de perfil de chapa de acero galvanizado, banda de refuerzo y banda de terminación. Incluso masilla de poliuretano para el sellado del espacio entre el perfil metálico y el paramento.
Incluye: Limpieza y preparación de la superficie. Imprimación de la superficie a impermeabilizar. Colocación de la banda de refuerzo. Colocación de la impermeabilización. Colocación de la banda de terminación. Colocación de los perfiles metálicos. Aplicación del cordón de sellado entre el perfil y el paramento vertical.",,,,,,,,,
,,Spc0010,,Gárgolas,1.0000000000,1.250,0.600,0.000,0.750,,,
,,Spc0010,,,1.0000000000,1.350,0.600,0.000,0.810,,,
,,,,,,,,,Total 08.02.04,1.560,0.00,0.00
,,,,,,,,,,,,
08.02.05,Partida,Ud,Impermeabilización de ducha de obra con canaleta de drenaje,,,,,,,2.000,0.00,0.00
,,,"Impermeabilización de paramentos verticales y horizontales de ducha de obra con canaleta de drenaje, sistema tipo Dry50 ""REVESTECH"" o equivalente, compuesta por, kit Dry50 Lineal Premier 60, formado por lámina impermeabilizante flexible tipo EVAC de 1200x2000 mm compuesta de una doble hoja de poliolefina termoplástica con acetato de vinil etileno, con ambas caras revestidas de fibras de poliéster no tejidas, de 0,52 mm de espesor y 335 g/m², según UNE-EN 13956, con unión termosellada a el sumidero sifónico de PVC de 82 mm de altura, salida horizontal de 40 mm de diámetro, con rejilla para empotrar de acero inoxidable, modelo Liso Acero de 591x88 mm y canaleta de drenaje de acero inoxidable, de 596x93 mm, y lámina impermeabilizante flexible tipo EVAC, Dry50 30, compuesta de una doble hoja de poliolefina termoplástica con acetato de vinil etileno, con ambas caras revestidas de fibras de poliéster no tejidas, de 0,52 mm de espesor y 335 g/m², fijada al soporte con adhesivo cementoso mejorado, deformable y tixotrópico, C2 TE S1. Incluso complementos de refuerzo en tratamiento de puntos singulares mediante el uso de piezas especiales ""REVESTECH"" para la resolución de ángulos internos (Dry50 Cornerin), resolución de uniones y sellado de juntas elásticas (puntos de penetración de tuberías en el revestimiento, encuentros entre el paramento y la ducha de obra, etc.).
Criterio de valoración económica: El precio no incluye la formación de pendientes ni el revestimiento.
Incluye: Corte y preparación de las láminas de poliolefinas. Extendido del adhesivo cementoso. Colocación de la impermeabilización. Colocación y fijación del kit. Ejecución de refuerzos en puntos singulares. Resolución de uniones. Sellado de juntas elásticas. Colocación de la rejilla. Formación de pendientes del hormigón (vertido hormigón en otra partida).
Criterio de medición de proyecto: Número de unidades previstas, según documentación gráfica de Proyecto.
Criterio de medición de obra: Se medirá el número de unidades realmente ejecutadas según especificaciones de Proyecto.",,,,,,,,,
,,SPC-01,,Duchas de obra,2.0000000000,0.00,0.00,0.00,2.00,,,
,,,,,,,,,Total 08.02.05,2.000,0.00,0.00
,,,,,,,,,,,,
,,,,,,,,,Total 08.02,1.000,0.00,0.00
,,,,,,,,,,,,
08.03,Capítulo,,Estanqueidad,,,,,,,1.000,0.00,0.00
,,,Estanqueidad,,,,,,,,,
08.03.01,Partida,m²,"Barrera de vapor con estanqueidad al aire, de polipropileno, con armadura, de 0,15 mm de espesor y 100 g/m², de 107 m de espesor",,,,,,,188.543,0.00,0.00
,,,"Barrera de vapor con estanqueidad al aire, de polipropileno, con armadura, de 0,15 mm de espesor y 100 g/m², de 107 m de espesor de aire equivalente frente a la difusión de vapor de agua, según UNE-EN 1931, (Euroclase E de reacción al fuego según UNE-EN 13501-1); colocada por el interior del cerramiento vertical. Incluso grapas, cinta autoadhesiva para sellado de juntas.
Incluye: Limpieza y preparación de la superficie. Corte y preparación. Fijación. Corte de la cinta de sellado. Colocación de la cinta de sellado.",,,,,,,,,
,,Spc0010,,Planta Baja,1.0000000000,45.850,0.000,2.600,119.210,,,
,,Spc0010,,,-1.0000000000,2.500,0.000,0.000,-2.500,,,
,,Spc0010,,,-1.0000000000,3.380,0.000,0.000,-3.380,,,
,,Spc0010,,,-1.0000000000,3.320,0.000,0.000,-3.320,,,
,,Spc0010,,,-1.0000000000,6.000,0.000,0.000,-6.000,,,
,,Spc0010,,,-1.0000000000,3.920,0.000,0.000,-3.920,,,
,,Spc0010,,,-1.0000000000,3.250,0.000,0.000,-3.250,,,
,,Spc0010,,,-1.0000000000,10.340,0.000,0.000,-10.340,,,
,,Spc0010,,Planta Alta,2.0000000000,22.920,0.000,0.000,45.840,,,
,,Spc0010,,,1.0000000000,12.180,0.000,0.000,12.180,,,
,,Spc0010,,,1.0000000000,19.600,0.000,0.000,19.600,,,
,,Spc0010,,,-2.0000000000,5.640,0.000,0.000,-11.280,,,
,,Spc0010,,,1.0000000000,5.750,0.000,1.950,11.213,,,
,,Spc0010,,,1.0000000000,6.500,0.000,2.700,17.550,,,
,,Spc0010,,,-1.0000000000,2.030,0.000,0.000,-2.030,,,
,,Spc0010,,,-1.0000000000,5.990,0.000,0.000,-5.990,,,
,,Spc0010,,,2.0000000000,1.700,0.000,2.350,7.990,,,
,,Spc0010,,Planta Alta  hidrófugo,1.0000000000,6.970,0.000,0.000,6.970,,,
,,,,,,,,,Total 08.03.01,188.543,0.00,0.00
,,,,,,,,,,,,
08.03.02,Partida,m²,"Barrera de vapor con estanqueidad al aire, de polipropileno, con armadura, de 0,15 mm de espesor y 100 g/m², de 107 m de espesor",,,,,,,91.880,0.00,0.00
,,,"Barrera de vapor con estanqueidad al aire, de polipropileno, con armadura, de 0,15 mm de espesor y 100 g/m², de 107 m de espesor de aire equivalente frente a la difusión de vapor de agua, según UNE-EN 1931, (Euroclase E de reacción al fuego según UNE-EN 13501-1); colocada por el interior de la cubierta y voladizos. Incluso grapas, cinta autoadhesiva para sellado de juntas.
Incluye: Limpieza y preparación de la superficie. Corte y preparación. Fijación. Corte de la cinta de sellado. Colocación de la cinta de sellado.",,,,,,,,,
,,Spc0010,,Planta Alta (T4),,,,,0.000,,,
,,Spc0010,,Faldones,1.0000000000,6.500,4.300,0.000,27.950,,,
,,Spc0010,,,1.0000000000,6.500,6.250,0.000,40.625,,,
,,Spc0010,,,1.0000000000,5.600,4.150,0.000,23.240,,,
,,Spc0010,,,-1.0000000000,1.750,2.450,0.000,-4.288,,,
,,Spc0010,,,-1.0000000000,2.550,2.450,0.000,-6.248,,,
,,Spc0010,,Exteriroes (T5),,,,,0.000,,,
,,Spc0010,,Porche trasero,1.0000000000,8.020,0.000,0.000,8.020,,,
,,Spc0010,,Balcón,1.0000000000,2.580,0.000,0.000,2.580,,,
,,,,,,,,,Total 08.03.02,91.880,0.00,0.00
,,,,,,,,,,,,
,,,,,,,,,Total 08.03,1.000,0.00,0.00
,,,,,,,,,,,,
08.04,Capítulo,,Drenajes,,,,,,,1.000,0.00,0.00
08.04.01,Partida,m²,"Drenaje de muro de hormigón en contacto con el terreno, por su cara exterior, con lámina drenante y filtrante de estructura nodu",,,,,,,164.960,0.00,0.00
,,,"Drenaje de muro de hormigón en contacto con el terreno, por su cara exterior, con lámina drenante y filtrante de estructura nodular de polietileno de alta densidad (PEAD/HDPE), con nódulos de 8 mm de altura, con geotextil de polipropileno incorporado, resistencia a la compresión 150 kN/m² según UNE-EN ISO 604, capacidad de drenaje 5 l/(s·m) y masa nominal 0,7 kg/m²; colocada con solapes, con los nódulos contra el muro previamente impermeabilizado, fijada con clavos de acero de 62 mm de longitud, con arandela blanda de polietileno de 36 mm de diámetro (2 ud/m²). Incluso perfil metálico para remate superior y.
Incluye: Realización de trabajos auxiliares en la superficie soporte (conformado de ángulos, paso de tubos, etc.). Limpieza y preparación de la superficie. Colocación de la lámina drenante y filtrante. Resolución de puntos singulares.",,,,,,,,,
,,Spc0010,,Planta Sótano,1.0000000000,30.200,0.000,3.250,98.150,,,
,,Spc0010,,Planta Baja,1.0000000000,11.800,0.000,0.700,8.260,,,
,,Spc0010,,,1.0000000000,14.800,0.000,3.800,56.240,,,
,,Spc0010,,,1.0000000000,3.300,0.000,0.700,2.310,,,
,,,,,,,,,Total 08.04.01,164.960,0.00,0.00
,,,,,,,,,,,,
,,,,,,,,,Total 08.04,1.000,0.00,0.00
,,,,,,,,,,,,
08.05,Capítulo,,Aislamientos Acústico,,,,,,,1.000,0.00,0.00
NBA020,Partida,m,"Aislamiento acústico a ruido aéreo de bajante, con complejos multicapa.",,,,,,,6.500,0.00,0.00
,,,"Aislamiento acústico a ruido aéreo de bajante de 110 mm de diámetro, realizado con complejo multicapa, de 4 mm de espesor, 3,6 kg/m² de masa superficial, formado por una lámina de poliolefinas y una lámina viscoelástica de alta densidad; dispuesto en torno a la bajante a modo de coquilla. Incluso cinta viscoelástica autoadhesiva, para sellado de juntas.
Incluye: Limpieza de la superficie soporte. Corte del rollo en tramos. Forrado de la bajante. Sellado de juntas.
Criterio de medición de proyecto: Longitud medida según documentación gráfica de Proyecto.
Criterio de medición de obra: Se medirá la longitud realmente ejecutada según especificaciones de Proyecto.",,,,,,,,,
,,Spc0010,,Ailamiento bajantes cocina,1.0000000000,6.50,0.00,0.00,6.50,,,
,,,,,,,,,Total NBA020,6.500,0.00,0.00
,,,,,,,,,,,,
,,,,,,,,,Total 08.05,1.000,0.00,0.00
,,,,,,,,,,,,
,,,,,,,,,Total 08,1,0.00,0.00
,,,,,,,,,,,,
09,Capítulo,,Cubiertas,,,,,,,1,0.00,0.00
09.01,Capítulo,,Planas,,,,,,,1.000,0.00,0.00
,,,Planas,,,,,,,,,
09.01.01,Partida,m²,Cubierta plana no transitable,,,,,,,8.810,0.00,0.00
,,,"Cubierta plana no transitable, no ventilada, con grava, tipo convencional, pendiente del 1% al 5%, compuesta de: formación de pendientes: hormigón ligero, de resistencia a compresión 2,0 MPa y 690 kg/m³ de densidad, confeccionado en obra con arcilla expandida y cemento gris, con espesor medio de 10 cm, acabado con capa de regularización de mortero de cemento, industrial, M-5 de 2 cm de espesor; aislamiento térmico: panel rígido de poliestireno extruido, de superficie lisa y mecanizado lateral a media madera, de 80 mm de espesor, resistencia a compresión >= 300 kPa; capa separadora bajo impermeabilización: geotextil no tejido compuesto por fibras de poliéster unidas por agujeteado, (150 g/m²); impermeabilización monocapa no adherida: lámina de betún modificado con elastómero SBS, LBM(SBS)-40-FP; capa separadora bajo protección: geotextil no tejido compuesto por fibras de poliéster unidas por agujeteado, (200 g/m²); capa de mortero protector de 2 cm; capa de protección: 10 cm de canto rodado de 16 a 32 mm de diámetro.
Incluye: Replanteo de los puntos singulares. Replanteo de las pendientes y trazado de limatesas, limahoyas y juntas. Formación de pendientes mediante encintado de limatesas, limahoyas y juntas con maestras de ladrillo. Relleno de juntas con poliestireno expandido. Vertido y regleado del hormigón ligero hasta alcanzar el nivel de coronación de las maestras. Vertido, extendido y regleado de la capa de mortero de regularización. Revisión de la superficie base en la que se realiza la fijación del aislamiento de acuerdo con las exigencias de la técnica a emplear. Corte, ajuste y colocación del aislamiento. Colocación de la capa separadora bajo impermeabilización. Limpieza y preparación de la superficie. Colocación de la impermeabilización. Colocación de la capa separadora bajo protección. Vertido y extendido de las capas de protección primero una capa de motero y después otra de grava.",,,,,,,,,
,,Spc0010,,Patios,1.0000000000,4.420,0.000,0.000,4.420,,,
,,Spc0010,,,1.0000000000,4.390,0.000,0.000,4.390,,,
,,,,,,,,,Total 09.01.01,8.810,0.00,0.00
,,,,,,,,,,,,
,,,,,,,,,Total 09.01,1.000,0.00,0.00
,,,,,,,,,,,,
09.02,Capítulo,,Inclinadas,,,,,,,1.000,0.00,0.00
09.02.01,Partida,m²,"Tablero de panel sándwich realizado in situ, compuesto de: cara superior de tablero de contrachapado fenólico hidrófugo de 32 mm",,,,,,,110.248,0.00,0.00
,,,"Tablero de panel sándwich realizado in situ, compuesto de: cara superior de tablero de contrachapado fenólico hidrófugo de 32 mm de espesor, núcleo aislante de espuma de poliestireno extruido de 20 mm de espesor con rastreles hidrófugos intermedios y cara inferior de tablero de aglomerado hidrófugo de 10 mm de espesor, fijado mecánicamente sobre soporte discontinuo metálico; para formación de faldón en cubierta inclinada. Incluso tornillos autotaladrantes para fijación sobre soporte; banda impermeabilizante autoadhesiva para impermeabilización y sellado de juntas.
Incluye: Replanteo. Corte de las piezas. Colocación de los paneles que forman el tablero. Fijación mecánica de las piezas al soporte. Sellado de juntas y uniones.",,,,,,,,,
,,Spc0010,,Cubiertas,1.0000000000,13.200,7.350,0.000,97.020,,,
,,Spc0010,,,1.0000000000,5.650,6.550,0.000,37.008,,,
,,Spc0010,,A descontar,-1.0000000000,2.460,2.800,0.000,-6.888,,,
,,Spc0010,,,-1.0000000000,2.460,2.250,0.000,-5.535,,,
,,Spc0010,,,-1.0000000000,0.510,5.630,0.000,-2.871,,,
,,Spc0010,,,-1.0000000000,1.280,6.430,0.000,-8.230,,,
,,Spc0010,,,-1.0000000000,0.650,6.430,0.000,-4.180,,,
,,Spc0010,,,1.0000000000,3.140,1.250,0.000,3.925,,,
,,,,,,,,,Total 09.02.01,110.248,0.00,0.00
,,,,,,,,,,,,
09.02.02,Partida,m²,Cubierta inclinada de zinc,,,,,,,110.248,0.00,0.00
,,,"Cubierta inclinada formada por estructura portante. Impermeabilización con lámina de caucho EPDM, tipo II, UNE-EN 13956. Cobertura compuesta por bandeja de zinctitanio ""RHEINZINK"", acabado natural, de 0,7 mm de espesor, de 10 m de longitud máxima, fabricada según el sistema de junta alzada de 25 mm de altura, a partir de material en banda de 650 mm de desarrollo y 580 mm entre ejes, unión longitudinal de bandejas mediante engatillado simple, fijada mecánicamente sobre panel sandwich realizado in situ (no incluido en este precio).
Incluye: Limpieza y preparación del soporte. Colocación de la barrera de vapor. Replanteo y colocación de los cabios de madera. Corte, extendido y ajuste del aislamiento térmico. Colocación de la impermeabilización. Fijación del enrastrelado a intervalos regulares. Disposición del entablado de madera. Extendido y fijación de las bandejas. Realización de las juntas transversales y longitudinales. Resolución de puntos singulares con piezas de remate.",,,,,,,,,
,,Spc0010,,Cubiertas,1.0000000000,13.200,7.350,0.000,97.020,,,
,,Spc0010,,,1.0000000000,5.650,6.550,0.000,37.008,,,
,,Spc0010,,A descontar,-1.0000000000,2.460,2.800,0.000,-6.888,,,
,,Spc0010,,,-1.0000000000,2.460,2.250,0.000,-5.535,,,
,,Spc0010,,,-1.0000000000,0.510,5.630,0.000,-2.871,,,
,,Spc0010,,,-1.0000000000,1.280,6.430,0.000,-8.230,,,
,,Spc0010,,,-1.0000000000,0.650,6.430,0.000,-4.180,,,
,,Spc0010,,,1.0000000000,3.140,1.250,0.000,3.925,,,
,,,,,,,,,Total 09.02.02,110.248,0.00,0.00
,,,,,,,,,,,,
,,,,,,,,,Total 09.02,1.000,0.00,0.00
,,,,,,,,,,,,
09.03,Capítulo,,Remates,,,,,,,1.000,0.00,0.00
09.03.01,Partida,Ud,Forrado de chimeneas y encuentro con faldón de tejado mediante chapa de zinc y banda ajustable compuesta por aleación de alumini,,,,,,,3.000,0.00,0.00
,,,"Forrado de chimeneas y encuentro con faldón de tejado mediante chapa de zinc y banda ajustable, formando doble babero, fijada con perfil de acero inoxidable.
Incluye: Replanteo. Forrado de chimeneas. Formación del encuentro. Remates.",,,,,,,,,
09.03.02,Partida,m,"Borde lateral de cubierta revestido con perfil vierteaguas de zinc, de 70 mm de altura.",,,,,,,18.600,0.00,0.00
,,,"Borde lateral de cubierta revestido con perfil vierteaguas de zinc, de 70 mm de altura.
Incluye: Limpieza y preparación de la superficie. Replanteo. Corte, colocación y fijación del perfil.",,,,,,,,,
09.03.03,Partida,m,"Borde lateral de cubierta revestido con perfil vierteaguas de zinc, de 40 mm de altura.",,,,,,,18.600,0.00,0.00
,,,"Borde lateral de cubierta revestido con perfil vierteaguas de zinc, de 40 mm de altura.
Incluye: Limpieza y preparación de la superficie. Replanteo. Corte, colocación y fijación del perfil.",,,,,,,,,
09.03.04,Partida,Ud,"Gárgola de zinctitanio, natural, de desarrollo 470 mm, 0,65 mm de espesor y recorte de baquetón y vuelo de 300 mm.",,,,,,,2.000,0.00,0.00
,,,"Gárgola de zinctitanio, natural, de desarrollo 470 mm, 0,65 mm de espesor y recorte de baquetón y vuelo de 300 mm. Según detalle constructivo de planos
Incluye: Replanteo del recorrido de la gárgola y de la situación de los elementos de sujeción. Fijación del material auxiliar para montaje y sujeción a la obra. Montaje, conexionado y comprobación de su correcto funcionamiento.",,,,,,,,,
,,,,,,,,,Total 09.03,1.000,0.00,0.00
,,,,,,,,,,,,
,,,,,,,,,Total 09,1,0.00,0.00
,,,,,,,,,,,,
10,Capítulo,,Revestimientos y trasdosados,,,,,,,1,0.00,0.00
10.01,Capítulo,,Alicatados,,,,,,,1.000,0.00,0.00
10.01.01,Partida,m²,"Alicatado, capacidad de absorción de agua E>10%, grupo BIII, resistencia al deslizamiento Rd<",,,,,,,47.860,0.00,0.00
,,,"Alicatado, dimensiones 120x60 cm color gris claro con capacidad de absorción de agua E>10%, grupo BIII, resistencia al deslizamiento Rd<=15, clase 0, colocado sobre una superficie soporte de mortero de cemento o placas de yeso, en paramentos interiores, recibido con adhesivo cementoso de uso exclusivo para interiores, Ci gris, sin junta (separación entre 1,5 y 3 mm); formación de ingletes. Se estima un precio de material de 45€/m2.
Incluye: Preparación de la superficie soporte. Replanteo de niveles y disposición de baldosas. Colocación de maestras o reglas. Preparación y aplicación del adhesivo. Formación de juntas de movimiento. Colocación de las baldosas. Ejecución de esquinas y rincones. Rejuntado de baldosas. Acabado y limpieza final.",,,,,,,,,
,,Spc0010,,Planta Baja,,,,,0.000,,,
,,Spc0010,,Cocina,1.0000000000,1.750,0.000,2.650,4.638,,,
,,Spc0010,,,1.0000000000,2.250,0.000,1.100,2.475,,,
,,Spc0010,,baño planta baja,1.0000000000,6.480,0.000,2.650,17.172,,,
,,Spc0010,,Planta Alta,,,,,0.000,,,
,,Spc0010,,Baño D1,1.0000000000,3.500,0.000,2.300,8.050,,,
,,Spc0010,,Baño General,1.0000000000,6.750,0.000,2.300,15.525,,,
,,,,,,,,,Total 10.01.01,47.860,0.00,0.00
,,,,,,,,,,,,
,,,,,,,,,Total 10.01,1.000,0.00,0.00
,,,,,,,,,,,,
10.02,Capítulo,,Escaleras,,,,,,,1.000,0.00,0.00
