Código,Nat,Ud,Resumen,CanPres,Descripción,Resumen_2,CanPres_2,Descripción_2,Castro € unitario,Castro € tot,Balboa € unitario,Balboa € tot,Delta Castro,Delta Balboa
07.03.06,Partida,Ud,"Punto de vaciado formado por 2 m de tubo de polietileno reticulado (PE-Xa), con barrera de oxígeno (EVOH), de 25 mm de diámetro",3.000,"Punto de vaciado formado por 2 m de tubo de polietileno reticulado (PE-Xa), con barrera de oxígeno (EVOH), de 25 mm de diámetro exterior y 2,3 mm de espesor, PN=6 atm, para climatización, colocado superficialmente.
Incluye: Replanteo del recorrido de las tuberías, accesorios y piezas especiales. Colocación y fijación de tuberías, accesorios y piezas especiales. Realización de pruebas de servicio.","Punto de vaciado formado por 2 m de tubo de polietileno reticulado (PE-Xa), con barrera de oxígeno (EVOH), de 25 mm de diámetro",3.000,"Punto de vaciado formado por 2 m de tubo de polietileno reticulado (PE-Xa), con barrera de oxígeno (EVOH), de 25 mm de diámetro exterior y 2,3 mm de espesor, PN=6 atm, para climatización, colocado superficialmente.
Incluye: Replanteo del recorrido de las tuberías, accesorios y piezas especiales. Colocación y fijación de tuberías, accesorios y piezas especiales. Realización de pruebas de servicio.",37.05,111.14999999999999,0,0,0.0,0.0
07.03.07,Partida,Ud,"Bomba circuladora doble, de rotor húmedo, de hierro fundido, con motores de imán permanente, con variadores de frecuencia incorp",1.000,"Bomba circuladora doble, de rotor húmedo, de hierro fundido, con motores de imán permanente, con variadores de frecuencia incorporados y ventilación automática, con cuatro modos de funcionamiento seleccionables desde el panel de control (modo automático, presión proporcional, presión constante y velocidad constante), modelo Ego T 80 ""EBARA"".
Incluye: Replanteo. Colocación de la bomba de circulación. Conexión a la red de distribución.","Bomba circuladora doble, de rotor húmedo, de hierro fundido, con motores de imán permanente, con variadores de frecuencia incorp",1.000,"Bomba circuladora doble, de rotor húmedo, de hierro fundido, con motores de imán permanente, con variadores de frecuencia incorporados y ventilación automática, con cuatro modos de funcionamiento seleccionables desde el panel de control (modo automático, presión proporcional, presión constante y velocidad constante), modelo Ego T 80 ""EBARA"".
Incluye: Replanteo. Colocación de la bomba de circulación. Conexión a la red de distribución.",679.25,679.25,0,0,0.0,0.0
07.03.08,Partida,Ud,"Vaso de expansión, capacidad 5 l.",1.000,"Vaso de expansión, capacidad 5 l.
Incluye: Replanteo del vaso de expansión. Colocación del vaso de expansión. Conexión del vaso de expansión a la red de distribución.","Vaso de expansión, capacidad 5 l.",1.000,"Vaso de expansión, capacidad 5 l.
Incluye: Replanteo del vaso de expansión. Colocación del vaso de expansión. Conexión del vaso de expansión a la red de distribución.",74.1,74.1,0,0,0.0,0.0
07.03.09,Partida,Ud,"Válvula de 3 vías de 1/2"", mezcladora, con actuador de 230 V.",1.000,"Válvula de 3 vías de 1/2"", mezcladora, con actuador de 230 V.
Incluye: Replanteo. Colocación de la válvula. Conexión de la válvula a los tubos.","Válvula de 3 vías de 1/2"", mezcladora, con actuador de 230 V.",1.000,"Válvula de 3 vías de 1/2"", mezcladora, con actuador de 230 V.
Incluye: Replanteo. Colocación de la válvula. Conexión de la válvula a los tubos.",321.1,321.1,0,0,0.0,0.0
07.03.10,Partida,Ud,"Purgador automático de aire con boya y rosca de 1/2"" de diámetro, cuerpo y tapa de latón.",2.000,"Purgador automático de aire con boya y rosca de 1/2"" de diámetro, cuerpo y tapa de latón.
Incluye: Replanteo. Colocación del purgador. Conexionado.","Purgador automático de aire con boya y rosca de 1/2"" de diámetro, cuerpo y tapa de latón.",2.000,"Purgador automático de aire con boya y rosca de 1/2"" de diámetro, cuerpo y tapa de latón.
Incluye: Replanteo. Colocación del purgador. Conexionado.",27.17,54.34,0,0,0.0,0.0
07.03.11,Partida,Ud,"Colector modular premontado de poliamida reforzada, para 8 circuitos, racores hembra de 17 mm x 3/4"" eurocono, válvulas de esfer",1.000,"Colector modular premontado de poliamida reforzada, para 8 circuitos, racores hembra de 17 mm x 3/4"" eurocono, válvulas de esfera para cierre del circuito del colector, curvatubos de plástico, montado en armario de 80x850x770 mm con puerta.
Incluye: Replanteo del emplazamiento del colector. Colocación del armario para el colector. Colocación del colector. Conexión de las tuberías al colector. Conexión del colector a la red de distribución interior o a la caldera. Realización de pruebas de servicio.","Colector modular premontado de poliamida reforzada, para 8 circuitos, racores hembra de 17 mm x 3/4"" eurocono, válvulas de esfer",1.000,"Colector modular premontado de poliamida reforzada, para 8 circuitos, racores hembra de 17 mm x 3/4"" eurocono, válvulas de esfera para cierre del circuito del colector, curvatubos de plástico, montado en armario de 80x850x770 mm con puerta.
Incluye: Replanteo del emplazamiento del colector. Colocación del armario para el colector. Colocación del colector. Conexión de las tuberías al colector. Conexión del colector a la red de distribución interior o a la caldera. Realización de pruebas de servicio.",691.6,691.6,0,0,0.0,0.0
07.03.12,Partida,Ud,"Colector modular premontado de poliamida reforzada, para 9 circuitos, racores hembra de 17 mm x 3/4"" eurocono, válvulas de esfer",1.000,"Colector modular premontado de poliamida reforzada, para 9 circuitos, racores hembra de 17 mm x 3/4"" eurocono, válvulas de esfera para cierre del circuito del colector, curvatubos de plástico, montado en armario de 80x850x770 mm con puerta.
Incluye: Replanteo del emplazamiento del colector. Colocación del armario para el colector. Colocación del colector. Conexión de las tuberías al colector. Conexión del colector a la red de distribución interior o a la caldera. Realización de pruebas de servicio.","Colector modular premontado de poliamida reforzada, para 9 circuitos, racores hembra de 17 mm x 3/4"" eurocono, válvulas de esfer",1.000,"Colector modular premontado de poliamida reforzada, para 9 circuitos, racores hembra de 17 mm x 3/4"" eurocono, válvulas de esfera para cierre del circuito del colector, curvatubos de plástico, montado en armario de 80x850x770 mm con puerta.
Incluye: Replanteo del emplazamiento del colector. Colocación del armario para el colector. Colocación del colector. Conexión de las tuberías al colector. Conexión del colector a la red de distribución interior o a la caldera. Realización de pruebas de servicio.",741,741,0,0,0.0,0.0
07.03.13,Partida,m²,"Sistema de calefacción por suelo radiante compuesto por banda de espuma de polietileno (PE), de 150x10 mm, panel portatubos aisl",111.620,"Sistema de calefacción por suelo radiante compuesto por banda de espuma de polietileno (PE), de 150x10 mm, panel portatubos aislante de poliestireno expandido (EPS), de 30 kg/m³ de densidad, de 1450x850 mm y 33 mm de espesor, tubo de polietileno reticulado (PE-Xa) con barrera de oxígeno y capa de protección de polietileno (PE) modificado, de 17 mm de diámetro exterior y 2 mm de espesor, y mortero autonivelante, CA - C20 - F4 según UNE-EN 13813, de 40 a 70 mm de espesor según estancia.
Incluye: Preparación y limpieza de la superficie de apoyo. Replanteo de la instalación. Fijación del zócalo perimetral. Colocación de los paneles. Replanteo de la tubería. Colocación y fijación de las tuberías. Vertido y extendido de la capa de mortero autonivelante. Realización de pruebas de servicio.","Sistema de calefacción por suelo radiante compuesto por banda de espuma de polietileno (PE), de 150x10 mm, panel portatubos aisl",111.620,"Sistema de calefacción por suelo radiante compuesto por banda de espuma de polietileno (PE), de 150x10 mm, panel portatubos aislante de poliestireno expandido (EPS), de 30 kg/m³ de densidad, de 1450x850 mm y 33 mm de espesor, tubo de polietileno reticulado (PE-Xa) con barrera de oxígeno y capa de protección de polietileno (PE) modificado, de 17 mm de diámetro exterior y 2 mm de espesor, y mortero autonivelante, CA - C20 - F4 según UNE-EN 13813, de 40 a 70 mm de espesor según estancia.
Incluye: Preparación y limpieza de la superficie de apoyo. Replanteo de la instalación. Fijación del zócalo perimetral. Colocación de los paneles. Replanteo de la tubería. Colocación y fijación de las tuberías. Vertido y extendido de la capa de mortero autonivelante. Realización de pruebas de servicio.",80.28,8960.8536,0,0,0.0,0.0
07.03.14,Partida,m²,"Sistema de calefacción por suelo radiante compuesto por banda de espuma de polietileno (PE), de 150x10 mm, panel portatubos aisl",18.950,"Sistema de calefacción por suelo radiante compuesto por banda de espuma de polietileno (PE), de 150x10 mm, panel portatubos aislante de poliestireno expandido (EPS), de 30 kg/m³ de densidad, de 1450x850 mm y 33 mm de espesor, tubo de polietileno reticulado (PE-Xa) con barrera de oxígeno y capa de protección de polietileno (PE) modificado, de 17 mm de diámetro exterior y 2 mm de espesor, y mortero autonivelante, CA - C20 - F4 según UNE-EN 13813, de 40 a 70 mm de espesor según estancia.
Incluye: Preparación y limpieza de la superficie de apoyo. Replanteo de la instalación. Fijación del zócalo perimetral. Colocación de los paneles. Replanteo de la tubería. Colocación y fijación de las tuberías. Vertido y extendido de la capa de mortero autonivelante. Realización de pruebas de servicio.","Sistema de calefacción por suelo radiante compuesto por banda de espuma de polietileno (PE), de 150x10 mm, panel portatubos aisl",18.950,"Sistema de calefacción por suelo radiante compuesto por banda de espuma de polietileno (PE), de 150x10 mm, panel portatubos aislante de poliestireno expandido (EPS), de 30 kg/m³ de densidad, de 1450x850 mm y 33 mm de espesor, tubo de polietileno reticulado (PE-Xa) con barrera de oxígeno y capa de protección de polietileno (PE) modificado, de 17 mm de diámetro exterior y 2 mm de espesor, y mortero autonivelante, CA - C20 - F4 según UNE-EN 13813, de 40 a 70 mm de espesor según estancia.
Incluye: Preparación y limpieza de la superficie de apoyo. Replanteo de la instalación. Fijación del zócalo perimetral. Colocación de los paneles. Replanteo de la tubería. Colocación y fijación de las tuberías. Vertido y extendido de la capa de mortero autonivelante. Realización de pruebas de servicio.",80.28,1521.306,0,0,0.0,0.0
07.03.15,Partida,Ud,"Sistema de regulación de la temperatura para colector, para calefacción, compuesto de centralita, para un máximo de 6 termostato",1.000,"Sistema de regulación de la temperatura para colector, para calefacción, compuesto de centralita, para un máximo de 6 termostatos de control y 8 cabezales electrotérmicos, con comunicación bidireccional vía radio con los termostatos y las sondas, unidad de control con comunicación vía radio y pantalla táctil retroiluminada, para un máximo de 4 centralitas, termostatos digitales, y cabezales electrotérmicos, a 24 V.
Incluye: Colocación, fijación y conexionado eléctrico y de comunicación con todos los elementos que lo demanden en la instalación.","Sistema de regulación de la temperatura para colector, para calefacción, compuesto de centralita, para un máximo de 6 termostato",1.000,"Sistema de regulación de la temperatura para colector, para calefacción, compuesto de centralita, para un máximo de 6 termostatos de control y 8 cabezales electrotérmicos, con comunicación bidireccional vía radio con los termostatos y las sondas, unidad de control con comunicación vía radio y pantalla táctil retroiluminada, para un máximo de 4 centralitas, termostatos digitales, y cabezales electrotérmicos, a 24 V.
Incluye: Colocación, fijación y conexionado eléctrico y de comunicación con todos los elementos que lo demanden en la instalación.",345.8,345.8,0,0,0.0,0.0
07.03.16,Partida,Ud,"Sistema de regulación de la temperatura para colector, para calefacción, compuesto de centralita, para un máximo de 6 termostato",1.000,"Sistema de regulación de la temperatura para colector, para calefacción, compuesto de centralita, para un máximo de 6 termostatos de control y 8 cabezales electrotérmicos, con comunicación bidireccional vía radio con los termostatos y las sondas, módulo de ampliación para centralita, para un máximo de 6 termostatos de control y 6 cabezales electrotérmicos, unidad de control con comunicación vía radio y pantalla táctil retroiluminada, para un máximo de 4 centralitas, termostatos digitales, y cabezales electrotérmicos, a 24 V.
Incluye: Colocación, fijación y conexionado eléctrico y de comunicación con todos los elementos que lo demanden en la instalación.","Sistema de regulación de la temperatura para colector, para calefacción, compuesto de centralita, para un máximo de 6 termostato",1.000,"Sistema de regulación de la temperatura para colector, para calefacción, compuesto de centralita, para un máximo de 6 termostatos de control y 8 cabezales electrotérmicos, con comunicación bidireccional vía radio con los termostatos y las sondas, módulo de ampliación para centralita, para un máximo de 6 termostatos de control y 6 cabezales electrotérmicos, unidad de control con comunicación vía radio y pantalla táctil retroiluminada, para un máximo de 4 centralitas, termostatos digitales, y cabezales electrotérmicos, a 24 V.
Incluye: Colocación, fijación y conexionado eléctrico y de comunicación con todos los elementos que lo demanden en la instalación.",345.8,345.8,0,0,0.0,0.0
